"beta","eta_wr","eta_rw","eta_rr_rrr","c1","c2","c3","c12","c13","c23","c123"
4.97770378411187,1.54703295474509,0.0713399180658159,0.0624572151524736,0.9911626824324,0.92036179189368,0.664296842964488,0.659970276458445,0.616873802578502,0.562319138271857,0.545899919215225
6.26211054129699,2.19099789635174,0.0966941538737977,0.00556631946242103,0.990308629733851,0.929862939230377,0.614085656353056,0.577162778302593,0.552713037483305,0.531088488057133,0.529479818303067
4.01890686502234,0.473525146077858,0.0246104063581454,0.189539046508009,0.974006654766255,0.943672007751932,0.766193156974778,0.743623816480357,0.725559277341689,0.639960627915631,0.612757609324874
1.2003814967078,3.25788193607585,0.085414662291967,0.0117062639348803,0.991001530501034,0.936641564643918,0.63436005859122,0.617709733359336,0.597752098908005,0.565505417426474,0.53949711046675
3.20097950082449,1.28008870274387,0.0558559223313257,0.173811955016148,0.975049614207418,0.905711865479347,0.652887029305459,0.600274678253177,0.587543062595191,0.572138183037434,0.533217563368164
4.28829651438326,1.55870318004283,0.0856750049621343,0.155232755779327,0.971020925670936,0.891976248004808,0.558898612236611,0.550033952759618,0.527136799316217,0.5257978135552,0.515100929675741
5.69197445969035,1.71197249924801,0.0586479551637457,0.058337990484138,0.898079176440997,0.839108422393269,0.606964166823457,0.605283318217089,0.534382180919385,0.515827078783942,0.513224857694335
4.48440534316649,1.38347335058819,0.0414867111381165,0.0955725636044029,0.854949201332625,0.794842412082069,0.614261033501808,0.596826318811792,0.562947151170333,0.559665627812798,0.535738653431292
9.56553057855666,1.20447153174003,0.0586172502289995,0.11452479953689,0.939382163891352,0.902977389543119,0.667960307938076,0.647017643909845,0.636339900756834,0.62299559486181,0.606978456129393
5.83023023264662,1.26944177245964,0.0617553550844666,0.137603073697203,0.975608958222704,0.916122597903114,0.658116805023906,0.623964692148195,0.621207698263689,0.593791836622298,0.579457678334972
8.09476859780691,1.89616192575717,0.0924544348229255,0.00189072502683286,0.932850008085879,0.862609922905871,0.571764503797662,0.558661348758511,0.5563583284312,0.529200402873476,0.525413348525444
4.78220916575472,1.40950310472878,0.0701066350063748,0.0867293037937571,0.989198917549714,0.92981518284273,0.712719521287722,0.689808297706558,0.614591110460332,0.581532782949718,0.562802669482393
0.633180176953471,2.22919839279612,0.0423037031228074,0.119006388867267,0.973729985347005,0.928282634428102,0.754423043895403,0.751805215198395,0.72652756080557,0.715454083949721,0.656826982100788
1.63854535303706,1.47284003799326,0.0382776934805281,0.0455212223764398,0.914500538025005,0.881151754765369,0.730630905286336,0.643804461643713,0.598680159870844,0.557206813380609,0.542415742452453
2.16134644938027,2.18024877197219,0.0810977785036958,0.0147790978178786,0.988250627709881,0.93236241529444,0.664673103118913,0.649063879560628,0.624007925502621,0.619678189104125,0.604949066623575
1.51003134098486,1.87329962919454,0.0540426062906629,0.0268430378144296,0.932162516162762,0.882916005480371,0.69490431027217,0.632323194687977,0.602655113690866,0.568686928716252,0.507584265853136
1.98007842616974,1.12674806515243,0.0432954784070025,0.111359608627337,0.962556713868591,0.917750154516978,0.708980800477539,0.70799232914327,0.706336972973388,0.628958247248729,0.536090014295406
4.71248342415952,0.865937516954065,0.029614193014974,0.119923976306049,0.909345266046796,0.860672918353689,0.696672789802754,0.690731653452294,0.602859629457237,0.587228928007076,0.585018278053263
0.562881886541812,3.39398505779867,0.0517675127167651,0.121129776111686,0.995669777793876,0.949576602248073,0.742413997042463,0.609192787866058,0.608054736220064,0.602192318601438,0.568521707364401
3.88025690988989,1.16147483858295,0.0409765455495218,0.0105278686424588,0.913343873116177,0.878496552063056,0.739570697155523,0.703387216309322,0.665342285450271,0.623122483273905,0.531965788073187
