"beta","eta_wr","eta_rw","eta_rr_rrr","c1","c2","c3","c12","c13","c23","c123"
0.634660308290686,3.93005586722416,0.140746349197532,0.136162948571074,0.99141657341364,0.907772381040217,0.671600062493588,0.560099011415049,0.549532337722335,0.546233331183404,0.505318728165873
0.514609222441723,1.32016120696478,0.0741340601700748,0.264363333487066,0.951988495195455,0.907052513928069,0.705390651184438,0.667910093533919,0.655153836898191,0.654525663894486,0.644026701674163
5.41206327849344,2.28995917659699,0.217872750270346,0.0725185218694939,0.995780119907323,0.865983531786917,0.623890568139604,0.616875494503231,0.586818130012766,0.56320432632578,0.550049586914803
0.857454901505594,3.74230107731258,0.111945177025219,0.0966334282981227,0.963641989620773,0.832157068812073,0.664030828629978,0.634055522801184,0.62759072304627,0.598783584965304,0.587859523294654
6.97928246747684,2.01725767328478,0.0603854091934695,0.0440879585047063,0.996288293168243,0.906419547133192,0.653246293207019,0.652584748071293,0.575461187838198,0.555606586334278,0.519247946379456
5.93223207848775,2.33901452580917,0.0897523862679287,0.0867301949764556,0.992175634853358,0.925634975492803,0.613025601766546,0.609777564932042,0.603686886475249,0.583612635662711,0.539613879235647
2.84472501556858,1.79926480207681,0.168669582945684,0.330746270223023,0.956198748048376,0.909662183764199,0.602936842425375,0.580046001902485,0.574224322301671,0.534363786532101,0.523769307392744
7.52106626353221,0.788308880616681,0.0533023509273691,0.0778194597016875,0.920133275272856,0.895136128314987,0.79125408963575,0.730475940736317,0.650823349816755,0.627284179852851,0.600672052704399
4.73272589715993,1.75396101183806,0.143685174626664,0.433766673045195,0.977357794159833,0.935651960448923,0.55534253531505,0.552344907099144,0.521094996068282,0.513061051897957,0.512063451882521
3.74486688932676,1.276460643399,0.0902378479093775,0.146750093105345,0.915449058853262,0.906949960734072,0.69839753597973,0.634070752038097,0.60880937104327,0.60819645381155,0.604667771132205
4.67117706843423,1.26741322568756,0.0993635022492749,0.246381309345471,0.989466041537698,0.968412944946919,0.66216570274671,0.568051617383205,0.554009128067159,0.524431413481606,0.517400735649265
3.15481174111499,2.21587626640099,0.150645880936487,0.0179502896318348,0.986324000498054,0.963945208367964,0.682237099903281,0.677041010515513,0.667029749179788,0.641424853727308,0.61445273179628
4.12705745906563,0.527121116887248,0.0256215957985642,0.0957429162196694,0.947394144395064,0.938665880840653,0.83600309883258,0.765075391422759,0.655854860064339,0.584566193258621,0.557091811550442
3.06069905483054,2.29525162588534,0.125288067307166,0.0951634346333639,0.936525935377072,0.743101553623286,0.574354706388149,0.569035621659318,0.567949014907868,0.562869858301054,0.527155082534768
3.21388234738103,2.63899365304524,0.0769685452474078,0.0847266206521467,0.935757507489034,0.828607779278311,0.604129273705618,0.562759434663905,0.556168441827506,0.548863063427236,0.507482606833897
1.80094980324726,2.76384631253686,0.105808656884647,0.283136705648639,0.995296381535504,0.941950688995679,0.571590696991638,0.552555686046498,0.551011942029122,0.531622344195873,0.51858851930879
2.93784076297992,1.26565809898778,0.100616068727077,0.353258903699043,0.988467723841043,0.987196961821682,0.641564037485337,0.626233317090385,0.596740925068271,0.582741073974986,0.567609076488896
1.27204110626465,2.34769888480333,0.173097922762789,0.19860267987315,0.972625476397323,0.956525903693107,0.624663809862288,0.608395581904989,0.591148150190563,0.586809285269395,0.58501732945159
6.78112163755448,1.41671610715973,0.118648824722255,0.0156099340468924,0.959811157544543,0.884158477692043,0.695963958347326,0.665192136476332,0.602471099192642,0.59564338547296,0.594475681932445
