"beta","eta_wr","eta_rw","eta_rr_rrr","c1","c2","c3","c12","c13","c23","c123"
9.75350922291576,0.888178462098136,0.0481741590244731,0.209658535131032,0.97327536301379,0.92093161892045,0.671609039186606,0.659579763884367,0.621871385100629,0.599587465744779,0.516920518269734
2.84917729613329,0.564784811065059,0.0336544228808198,0.326302427125843,0.984882812286706,0.937452462895901,0.695141793670738,0.681052858756438,0.660415507063936,0.638389579592161,0.607716233607252
3.41594863443861,0.530468051633127,0.021938919033427,0.216625312389115,0.954239679788052,0.918168653113286,0.765611024245039,0.723649008327275,0.664645513810945,0.623927399065775,0.543434819441433
8.71706188634131,0.484418540219178,0.0304199038134711,0.159989096535776,0.987551709281103,0.964126601171107,0.799413071029588,0.757368276966543,0.737096625851163,0.609712819180969,0.568800446411186
8.01291151520092,0.662689632991304,0.0389951893238323,0.158372752156901,0.966998040178494,0.923310149572333,0.743942329214504,0.730488771007866,0.69635935134992,0.544218332112699,0.505169605256383
2.880762711791,0.51266280472552,0.0137536355528268,0.339517972384662,0.932758073515122,0.899270639636812,0.661969646015124,0.610618556049848,0.599075390369738,0.582534728267068,0.508752301575155
4.77053038768489,0.436944346765564,0.0203448681297985,0.316432078770944,0.946740586481434,0.910147799062033,0.68301850462751,0.677332140704876,0.66175256586155,0.659829039250708,0.644252875376537
5.56899968328926,0.34749253732373,0.0242047779007849,0.261771238370071,0.992987849791331,0.965312851581282,0.772913969048008,0.726042177276345,0.694847907353434,0.611065146810524,0.587155929020086
6.53538096963388,0.383085946191988,0.0172484602692197,0.448883886624545,0.97760429562101,0.941998262246232,0.718647600802836,0.693615138918989,0.559241548433755,0.547693528180075,0.523413947193011
5.45532909018246,0.718481264712297,0.0363444173883458,0.15110228998191,0.972895954746865,0.933182894495648,0.764509401512821,0.745125434779431,0.609220254964781,0.569233710266886,0.505657711373314
6.09047538905702,0.730202185684372,0.033151828589952,0.0481507137700033,0.991165896039246,0.96640947231057,0.828783642929897,0.782933064824782,0.748980906516733,0.672128015163692,0.598572324891798
2.89188312168986,0.713074953370774,0.0253567760697451,0.434306788891523,0.929435139249824,0.891012705128776,0.539363478320439,0.530591440070048,0.518373936759489,0.505938430133035,0.505449469031327
1.69145572731746,0.59555695516977,0.0319240733186693,0.359503799991959,0.995724535914977,0.956855837432514,0.718784335788087,0.67344602022663,0.631218602852428,0.59359030214909,0.585112184752286
5.77487561026753,0.898717912304467,0.0404367415181401,0.0283192917190274,0.97025893078634,0.93934221726237,0.805931992737197,0.794311471924693,0.764776700724454,0.639203169529114,0.628028964580119
9.97901988947146,0.850492724893386,0.0566843400575884,0.201189579524947,0.989835757260892,0.944267328441009,0.652915000807857,0.651496732681044,0.645702902260577,0.644694450772765,0.502226374535168
4.91114859081063,0.87587102152924,0.0385011963931137,0.216120729218327,0.991888312453095,0.951009254204998,0.738672605295372,0.706937864572223,0.658413631850376,0.598661148889382,0.545892656319289
8.69664575602578,0.935461689703072,0.0526213258934842,0.182109852261711,0.997662533265102,0.936623837726561,0.704292878379681,0.687856033578814,0.628482110256829,0.617620067838727,0.609599790212113
8.43591842464222,0.5947822649954,0.0280259959388534,0.278543034169497,0.94435463782077,0.909771233826379,0.651734326201701,0.651078889991829,0.640027090238004,0.58544595220017,0.553904445176729
2.71992177539648,0.835589057377417,0.0422660465156901,0.198327779414567,0.982489676402708,0.933158826843964,0.741880205997619,0.687681699457319,0.628980702520275,0.619728418975023,0.531683319818482
8.25794176697422,0.423246464460821,0.0218831974068837,0.279817818141964,0.973784808089236,0.946059104186772,0.794306816959308,0.624089236510632,0.598852270757347,0.579923896291086,0.563674205148351
3.36087055491699,0.718581938745236,0.0343731410738471,0.266523160430736,0.999400747930537,0.959704496715735,0.715207873798496,0.70187295123447,0.622614371902908,0.604785237498639,0.553410670666033
1.72450780209462,0.771927770054128,0.0370858022992366,0.0789701530233948,0.96018334705406,0.926646595045135,0.790745340179775,0.727835308033283,0.693128251422444,0.661101606736466,0.634796653959351
