"beta","eta_wr","eta_rw","eta_rr_rrr","c1","c2","c3","c12","c13","c23","c123"
9.31432567536831,0.484533516690135,0.255075417924672,0.00155391939915717,0.733563677524216,0.812214780016802,0.996491454658099,0.77198508544825,0.69502945500426,0.953954977914691,0.503064484684728
4.42469906061888,0.0213832500157878,0.341811886406504,0.466374605894089,0.783515479648486,0.632642739918083,0.535248838830739,0.834623506991193,0.968275686725974,0.732395307160914,0.560675190412439
4.63260030373931,0.0888075145194307,0.340330763487145,0.344305314589292,0.640623267507181,0.934085640124977,0.781504063750617,0.829858363373205,0.947298706159927,0.978026060387492,0.934003304340877
8.52705256547779,0.163536686450243,0.222334889229387,0.197471245657653,0.940110757481307,0.94627139903605,0.99280458886642,0.864149807370268,0.985007621580735,0.818871531286277,0.544748452026397
1.29832041449845,0.0987985854735598,0.260847825207748,0.147543358267285,0.504418363678269,0.74161114229355,0.759267263230868,0.787309678737074,0.824872577097267,0.537727255607024,0.895293226232752
8.97687146207318,0.216001634253189,0.234557021525688,0.245371182798408,0.884559461730532,0.838129453593865,0.534631828079,0.89942283614073,0.846824451698922,0.56108996074181,0.731442398857325
3.92499601002783,0.266314089181833,0.400195094873197,0.227995982393622,0.833952673943713,0.839204369927756,0.952668132027611,0.890509278746322,0.771000284701586,0.826680436264724,0.538479597889818
8.38825133629143,0.17693843122106,0.0228578578680754,0.357829111861065,0.58353379170876,0.900509053375572,0.612089543254115,0.632331629167311,0.520849165855907,0.52862841298338,0.659774680738337
1.90687903901562,0.402855654945597,0.223225746769458,0.0983853266807273,0.903511010226794,0.544885857030749,0.619813973549753,0.632323957979679,0.965605344972573,0.505901976721361,0.907039766316302
3.1065484508872,0.317549343337305,0.415480683324859,0.226673816796392,0.580359441810288,0.731640560203232,0.772412458085455,0.529845441458747,0.717871741275303,0.995114166638814,0.895281709032133
1.47314987611026,0.195384992985055,0.199400553130545,0.22120463824831,0.673708344926126,0.823162052547559,0.927599665592425,0.740035789553076,0.604651182889938,0.712212734739296,0.983994206995703
